情景编号,问题2原方案损失_万元,问题3调整方案损失_万元
1,115.30297786566082,98.90658967015534
2,114.47003576870105,98.1842478815924
3,111.45229688519964,95.50183827782543
4,112.17086231433694,96.12708135457962
5,110.6361283539691,94.8274463978308
6,114.43827008211366,98.16199034944916
7,110.98519813402072,95.16421422763354
8,110.03883642779277,94.3496851614197
9,112.37930395025393,96.36643526059012
10,113.59155054137736,97.35903819260182
11,118.4328697693433,101.444441975818
12,110.3208261020625,94.53438929580683
13,119.8704277520976,102.59695483248456
14,111.73809120308083,95.7435472414925
15,114.41609901691332,98.07614296823567
16,112.52423830909837,96.39655734451861
17,113.6378128163729,97.44341679308292
18,111.37656613080523,95.46958906026974
19,110.54756784626453,94.67547056237885
20,112.43577744054264,96.31273593941913
21,115.68778955164393,99.21958351601114
22,117.88355446937717,100.94528778342124
23,116.23934702814962,99.3739643157585
24,110.01345459014304,94.3289442780641
25,111.1144468714727,95.15135197116618
26,111.33829484838246,95.42303751892365
27,112.84560066780938,96.69383789295125
28,111.17001310903873,95.2270208064033
29,112.04360113615985,96.03027869480903
30,113.2481930849352,97.09296585069436
31,111.03957117590718,95.20734403117436
32,115.2033027790128,98.71421572400436
33,117.2646002230706,100.41244698878319
34,111.9677882825912,96.01211984617854
35,113.88690726363794,97.54240142793506
36,113.12014159667562,96.96308089614011
37,109.96337963727329,94.08794199664989
38,116.19278743144274,99.75532247455203
39,117.3004861708553,100.46090308032129
40,118.95090320311782,101.74285286765812
41,116.09425214962073,99.30353834688643
42,110.65050622970787,94.80861715103637
43,116.00368632871317,99.3010080742837
44,110.50199182267568,94.63644214822578
45,111.13541824667983,95.17829792431979
46,112.89799205413156,96.72728004688622
47,113.41907276172131,97.26136273719666
48,121.96103027722977,104.44853642799222
49,110.1777016932777,94.34360470401921
50,111.44067493254482,95.57032867977071
51,114.51627989443546,98.18364975928756
52,113.74849766495382,97.51406841136208
53,113.53647102274175,97.27362991419443
54,113.5876758767385,97.34243699344427
55,114.02892351135176,97.70219214898422
56,113.13143429293753,96.95294431109647
57,110.03833381633528,94.25785069680694
58,117.80801521758949,100.82781061926522
59,110.7701873001918,95.00903628305983
60,116.70235998110978,100.14835895457658
61,110.02785240995817,94.2449269207298
62,110.3611854062978,94.52840932391057
63,120.38910370354172,103.00655917012169
64,107.78377957494476,92.39829662058199
65,108.70654021231537,93.21098449529566
66,115.46385862077923,99.09468429349288
67,115.37869211691097,99.02005236395956
68,111.80853166708185,95.86083377298345
69,112.05466393003242,96.06421945156681
70,108.94223122470129,93.31536421923194
71,112.18459639683653,96.0482772441461
72,112.12547797577574,96.07317182221439
73,115.15828062132465,98.75724987411316
74,112.59646785944095,96.43425393145873
75,112.42256341537745,96.32228038324294
76,109.97220379293447,94.2037015406797
77,109.53778335973894,93.9660909543349
78,113.02386612422609,96.87954445701295
79,111.93632953429193,95.90379002017156
80,110.51427522216687,94.69438226082102
81,114.28030285497165,97.97445116634972
82,112.87047974899056,96.69924532360324
83,112.42558387698513,96.36896454723717
84,111.63930285299826,95.65781538080856
85,113.85913507535321,97.64879918602523
86,109.18378641354337,93.66594479949373
87,109.86530285559277,94.0981974890463
88,112.66451615091796,96.51518423987119
89,117.33352023324885,100.70279850030238
90,113.53179800512036,97.25834037295881
91,114.23082638129196,97.80503808287669
92,114.29914299319803,97.98370605221729
93,112.57628335379455,96.50854844094249
94,112.27071173399506,96.09378505858288
95,112.12510139118861,96.06870224940428
96,117.59528293704638,100.89638070211801
97,114.0255921330544,97.70235799783354
98,115.05700816434327,98.73384370755605
99,118.79921432485546,101.90763729211
100,115.93166371669963,99.49178465276282
101,114.65086484356864,98.07972999430274
102,111.19650510785345,95.2068823274796
103,117.19477890918606,100.21768566486858
104,108.77289366818076,93.21141887807656
105,109.11443941528375,93.60291568736314
106,112.91336187713635,96.78583919362636
107,113.46750981756456,97.26240827697362
108,112.73631689495292,96.62722640126012
109,112.64573424824327,96.48734843713356
110,112.36771163770868,96.31969490492041
111,119.4078351812143,102.19957086579447
112,112.02119969302977,96.00420768112357
113,113.07851076174883,96.71008065785544
114,111.52987952185538,95.63449899112251
115,114.95589829044566,98.66621833841086
116,113.76873726173106,97.40071686578707
117,109.22478709442282,93.67554624393108
118,113.17403827187162,97.02839682333315
119,113.53908232321521,97.25235651869075
120,109.65348754427978,93.94305851922296
121,113.84497720845454,97.37705508416171
122,116.64594896003896,99.78535962937241
123,112.38965004394811,96.31963971128607
124,112.0424394184505,96.05494108473555
125,113.48335708983463,97.30169964907182
126,117.84076445983325,100.8892071064176
127,119.11155577762845,101.98361061457132
128,113.55684287493278,97.31103620141573
129,109.7956529332873,94.23827144503036
130,111.54734852320267,95.56213333778632
131,111.68969118271445,95.67922054125222
132,112.69669764364195,96.607317146655
133,114.31792709654117,97.8916786185415
134,114.71916768780218,98.38020249671112
135,111.67976750091556,95.76034317683306
136,110.68027980523306,94.82232558579189
137,112.86030739802075,96.72494881805375
138,114.29623568461129,97.96614877364455
139,112.85071381040242,96.68130997923619
140,111.89324509308561,95.85220075241877
141,115.7243033175532,99.40778858141499
142,115.30460577896284,98.91832857672796
143,113.02202593797638,96.8575322896971
144,111.72320642276664,95.73835604082326
145,111.54855861428393,95.62411280594495
146,111.87431910714889,95.84962855971472
147,112.76352602847831,96.6048320948543
148,114.90280284583599,98.47445916507604
149,122.04006075682634,104.65108130477606
150,115.43408107436456,99.12580265656467
151,111.81892678438035,95.65678764068683
152,112.6283060756138,96.508874119258
153,110.81821080915203,94.86046902816247
154,110.34426677166482,94.54278360245931
155,111.72921296148978,95.7573877149263
156,111.38391354837819,95.48879190066728
157,117.39307454206482,100.71175904758388
158,116.47038160277329,100.01022713687684
159,113.97632123936597,97.5132546502874
160,110.8104087398573,95.00902027031711
161,113.49886039063543,97.33736023336424
162,111.96715024413021,95.92725218573831
163,112.17553194451315,96.14340273399938
164,121.82847672244273,104.22871768983494
165,112.966577167014,96.7702201719289
166,113.7414102077804,97.46978672793377
167,111.82296455046449,95.87265251143764
168,112.56974717672844,96.50931558736943
169,113.87301754399377,97.49374289408553
170,115.8042730948969,99.11504446131048
171,111.86107602637614,95.7732015076146
172,114.0802771438389,97.80066755817639
173,112.17780357465091,96.17227504562473
174,115.40090163656426,98.72725705202345
175,115.27794423601556,98.71714112971942
176,111.30151400272032,95.34472518487033
177,112.8505433049836,96.76786095045799
178,112.62200275218197,96.48547493602138
179,111.53514812270947,95.75146316627
180,113.35785788303369,97.18472531855525
181,115.79044574076629,99.38628771034459
182,112.20020177624453,96.14790265033652
183,111.79154674290832,95.8716002575022
184,114.14514229667634,97.81366588256657
185,108.65440022567941,93.13260388562448
186,111.9702003004005,95.85209512603771
187,117.04084359677935,100.34235358623746
188,109.63133197242523,94.00821445835271
189,123.40052586985199,105.78760445679248
190,114.18400027392326,97.83936205512221
191,108.37196185125953,92.86382484985882
192,112.28435463228949,96.18924646023657
193,111.39574555079813,95.45823944959203
194,113.42202700166278,97.40205622150727
195,111.39823193760127,95.47768453011315
196,115.54867270942263,98.96936216246863
197,111.04508796577554,95.12825703543082
198,113.97463718653759,97.70268693909645
199,112.59651803443052,96.47868635926602
200,116.19892066636791,99.5200262529407
201,111.64982819588397,95.6533299411339
202,111.9152403287371,95.93266738636447
203,110.8755238310793,95.10191222477121
204,118.82140258434099,101.72079155627178
205,112.83913403157133,96.70037753261127
206,113.28511206399139,97.0658152525445
207,114.27860032760456,98.02103506788545
208,113.53722084399736,97.31413189993567
209,112.90908702425617,96.69336292069667
210,111.9119698649992,95.9413849229012
211,110.27302048851809,94.56592372053004
212,119.29190937376711,102.11200389357631
213,114.64109524909651,98.366415587694
214,112.53932548406698,96.46517995789635
215,120.57655978289188,103.16216341101578
216,114.72331805535104,98.4867829353024
217,116.15519067134952,99.5377967081618
218,112.55011628463467,96.68386506098253
219,111.65293039209493,95.68879053065106
220,119.5700603813162,102.29305347034366
221,111.49775426302534,95.49314523577831
222,109.51342969688616,93.7757442913406
223,113.30253511186478,97.13359263955775
224,114.41889374935133,98.05771746636297
225,111.54692695556349,95.62585778292518
226,117.66330897639159,101.04163860891029
227,111.19673633181134,95.33848263654443
228,111.78289465861053,95.76162720910715
229,112.06771556836247,96.01928652402933
230,113.17952979579186,97.01920359434871
231,109.8122734134524,94.22122882137405
232,118.16912244515242,101.33324496543737
233,111.19194263244555,95.2447367237156
234,108.65271540358533,93.165995035109
235,109.70545749008329,94.05389357197039
236,110.7086653563188,94.94646898894608
237,113.1654366082038,96.94389645188481
238,113.31312708676062,97.13939192485346
239,107.34370758912877,91.99541593801929
240,110.81654729754447,94.9659692202525
241,112.43897651651827,96.41839413037317
242,118.2041173512471,101.38618971598903
243,111.22550790194283,95.34085132533842
244,116.98780469718355,100.22406585758723
245,111.60879565120747,95.86676204489243
246,121.24717898325977,103.768386970307
247,114.22815321091534,97.91320688045218
248,112.31101360898876,96.19479147215526
249,110.16373973612619,94.53873708597091
250,113.75001609332554,97.51534235515103
251,113.08462749299103,96.75581157359011
252,117.51589966383422,100.58370464648574
253,116.09553681848944,99.68775666284697
254,112.1917483500155,96.25898422657221
255,116.48634079839391,99.99104782106653
256,116.65133458411027,99.84807035782745
257,110.42970205798142,94.78891554678222
258,114.36456079265017,97.98077229884585
259,113.10085665140707,96.83471603154237
260,112.4883019531336,96.40343699605604
261,110.96463689962883,95.04727165969825
262,109.5360200311394,93.84417792102494
263,111.47650206151259,95.5396571310359
264,111.40853267099716,95.50752187598539
265,111.79185754413137,95.85925507261567
266,109.89500247147782,94.14818463150105
267,112.15668172312016,96.18155331582788
268,109.71108246721779,93.95414179987853
